Census year,Add,Shop,Seating type,Number of seats
2002,84-86 Elizabeth Street MELBOURNE 3000,Hudsons Coffee,Seats - Outdoor,4
2002,25 Little Collins Street MELBOURNE 3000,Brown Sugar Cafe,Seats - Outdoor,10
2002,33 Little Collins Street MELBOURNE 3000,Cafe Segovia,Seats - Outdoor,16
2002,29 Little Collins Street MELBOURNE 3000,Dinkum Pies,Seats - Outdoor,8
2002,"Shop 10, Ground , 93-107 Swanston Street MELBOURNE 3000",Cafe Meditteranean,Seats - Indoor,30
2002,123 Swanston Street MELBOURNE 3000,Crossways Food For Life,Seats - Indoor,100
2002,"Shop 3, 120 Collins Street MELBOURNE 3000",Garden Plaza Cafe,Seats - Indoor,96
2002,"Shop 3, 120 Collins Street MELBOURNE 3000",Garden Plaza Cafe,Seats - Outdoor,52
2002,"Shop 5, Ground , 90 Collins Street MELBOURNE 3000",Alfred's Place,Seats - Indoor,80
2002,"Ground , 24-28 Collins Street MELBOURNE 3000",McDonald's,Seats - Outdoor,20
2002,8 Collins Street MELBOURNE 3000,Egon's Conditorei Cafe and Bakery,Seats - Outdoor,8
2002,37 Little Collins Street MELBOURNE 3000,Monkey Bar,Seats - Indoor,40
2002,"Ground , 1-3 Spring Street MELBOURNE 3000",Excello Cafe,Seats - Indoor,40
2002,9-11 Spring Street MELBOURNE 3000,Spring Cafe & Larder,Seats - Indoor,50
2002,"Ground , 607 Bourke Street MELBOURNE 3000",Good Taste Cafe,Seats - Indoor,32
2002,"Part Ground , 655 Bourke Street MELBOURNE 3000",The Armoury Cafe,Seats - Indoor,110
2002,"Shop 20, 121 William Street MELBOURNE 3000",Cafe Diy,Seats - Indoor,94
2002,"Shop 15, 121 William Street MELBOURNE 3000",Cafe Pazzo,Seats - Indoor,110
2002,"Shop 13, 121 William Street MELBOURNE 3000",St James Take Away Food,Seats - Outdoor,38
2002,"Shop 16, 121 William Street MELBOURNE 3000",Tengu Sushi Cafe,Seats - Outdoor,20
2002,"Part Ground , 575 Bourke Street MELBOURNE 3000",Lure's Gourmet Sandwich Bar,Seats - Outdoor,12
2002,"Part Ground , 140-146 King Street MELBOURNE 3000",Schwob's Swiss,Seats - Indoor,80
2002,"Shop 9, 532 Little Collins Street MELBOURNE 3000",Fare Exchange Cafe,Seats - Indoor,60
2002,"Shop 9, 532 Little Collins Street MELBOURNE 3000",Fare Exchange Cafe,Seats - Outdoor,18
2002,"Part Ground , 455 Queen Street MELBOURNE 3000",Hudsons Coffee,Seats - Indoor,35
2002,"Shop 10, 385 Bourke Street MELBOURNE 3000",Galleria Deli & Bistro,Seats - Indoor,105
2002,392-396 Little Collins Street MELBOURNE 3000,Cafe Downunder,Seats - Indoor,55
2002,"Ground , 384 Little Collins Street MELBOURNE 3000",Mr Birds Myo,Seats - Outdoor,18
2002,"Part Ground , 140 Queen Street MELBOURNE 3000",Trios Cafe,Seats - Indoor,96
2002,"Shop 1, 118 Queen Street MELBOURNE 3000",Bar Puccini Cucina,Seats - Outdoor,6
2002,"Shop 13, 309-325 Bourke Street MELBOURNE 3000",Pesaro,Seats - Indoor,60
2002,"Shop 4, 331 Bourke Street MELBOURNE 3000",Oscars On Royal,Seats - Outdoor,11
2002,"Unit 3, Basement , 341-357 Bourke Street MELBOURNE 3000",McDonald's,Seats - Indoor,122
2002,"Unit 2, Basement , 341-357 Bourke Street MELBOURNE 3000",Red Rooster,Seats - Indoor,54
2002,136 Elizabeth Street MELBOURNE 3000,Cafe' On Elizabeth,Seats - Outdoor,9
2002,"Shop 3, 318-322 Little Collins Street MELBOURNE 3000",Gourmet Curry Hut,Seats - Outdoor,17
2002,"Shop 5, 306 Little Collins Street MELBOURNE 3000",Cafe Kansas,Seats - Indoor,14
2002,"Shop 4, 306 Little Collins Street MELBOURNE 3000",Gordons Cafe-Bar,Seats - Indoor,12
2002,145 Swanston Street MELBOURNE 3000,Golden Tower Restaurant,Seats - Indoor,32
2002,157 Swanston Street MELBOURNE 3000,Swanston Walk Cafe Bar,Seats - Outdoor,48
2002,181 Russell Street MELBOURNE 3000,Cafe Tono,Seats - Indoor,30
2002,"Shop 18, 239 Bourke Street MELBOURNE 3000",Chatter Box - Curry & Noodle Bar,Seats - Indoor,32
2002,"Shop 3, 239 Bourke Street MELBOURNE 3000",Subway,Seats - Indoor,12
2002,212 Little Collins Street MELBOURNE 3000,Hairy Canary,Seats - Indoor,44
2002,146 Swanston Street MELBOURNE 3000,Cucina Gran Turismo,Seats - Indoor,27
2002,146 Swanston Street MELBOURNE 3000,Cucina Gran Turismo,Seats - Outdoor,32
2002,"Ground , 138-144 Bourke Street MELBOURNE 3000",Edoya Restaurant,Seats - Indoor,32
2002,116-0 Russell Street MELBOURNE 3000,Postal Hall,Seats - Outdoor,12
2002,23-29 Bourke Street MELBOURNE 3000,Rhumbarallas,Seats - Indoor,150
2002,"Floor 2, 59-63 Bourke Street MELBOURNE 3000",Asuka Restaurant,Seats - Indoor,150
2002,"Ground , 59-63 Bourke Street MELBOURNE 3000",Spaghetti Tree Restaurant & Coffee Lounge,Seats - Outdoor,12
2002,"Floor 1, 89-91 Bourke Street MELBOURNE 3000",Happy Palace Restaurant,Seats - Indoor,160
2002,"Part Ground , 620 Bourke Street MELBOURNE 3000",Hudson's Coffee,Seats - Outdoor,4
2002,"Ground , 173 King Street MELBOURNE 3000",Blackjack Fine Foods,Seats - Indoor,40
2002,"Ground , 173 King Street MELBOURNE 3000",Blackjack Fine Foods,Seats - Outdoor,10
2002,"Ground , 181-183 King Street MELBOURNE 3000",Melbourne Pizza Bar,Seats - Indoor,44
2002,187 King Street MELBOURNE 3000,Hanabishi Japanese Restaurant,Seats - Indoor,70
2002,"Unit 3, Ground , 516-526 Bourke Street MELBOURNE 3000",Le Croissant Bakery Cafe,Seats - Outdoor,20
2002,"Shop 10, 500 Bourke Street MELBOURNE 3000",Coco's Take Away,Seats - Outdoor,10
2002,"Ground , 490 Bourke Street MELBOURNE 3000",Cafe Euro Food & Wine Bar,Seats - Indoor,100
2002,"Ground , 490 Bourke Street MELBOURNE 3000",Cafe Euro Food & Wine Bar,Seats - Outdoor,40
2002,"Ground , 482 Bourke Street MELBOURNE 3000",Mulcahy's Fine Food Cafe,Seats - Indoor,30
2002,"Ground , 482 Bourke Street MELBOURNE 3000",Mulcahy's Fine Food Cafe,Seats - Outdoor,8
2002,"Ground , 180 William Street MELBOURNE 3000",Illia Cafe,Seats - Outdoor,25
2002,170 William Street MELBOURNE 3000,Chris's Daily Grind,Seats - Indoor,75
2002,410-412 Bourke Street MELBOURNE 3000,Best Cafe,Seats - Indoor,30
2002,410-412 Bourke Street MELBOURNE 3000,Best Cafe,Seats - Outdoor,35
2002,"Ground , 392-406 Bourke Street MELBOURNE 3000",McDonald's,Seats - Indoor,60
2002,15 Hardware Lane MELBOURNE 3000,Hardware Lane Cafe & Bar,Seats - Indoor,50
2002,"Gnd & Flr1 , 25 Hardware Lane MELBOURNE 3000",Campari Bistro,Seats - Indoor,95
2002,"Gnd & Flr1 , 25 Hardware Lane MELBOURNE 3000",Campari Bistro,Seats - Outdoor,35
2002,"Shop 4, 37 Little Bourke Street MELBOURNE 3000",For People On The Go Fresh Express,Seats - Outdoor,18
2002,"Floor 1, 235 Bourke Street MELBOURNE 3000",Fortuna Village Restaurant,Seats - Indoor,160
2002,"Shop 13, 236 Bourke Street MELBOURNE 3000",Grand Asia Takeaway,Seats - Indoor,24
2002,"Shop 13, 206-218 Bourke Street MELBOURNE 3000",Cafe Puccini,Seats - Indoor,100
2002,"Shop 1, 194-200 Bourke Street MELBOURNE 3000",Cafe's Cafe,Seats - Indoor,26
2002,"Shop 6, 194-200 Bourke Street MELBOURNE 3000",Kaneda Sushi,Seats - Indoor,30
2002,"Shop 3, 194 Bourke Street MELBOURNE 3000",Kings No.1 Cafe,Seats - Indoor,70
2002,194 Bourke Street MELBOURNE 3000,Red Silks Restaurant,Seats - Indoor,105
2002,189-191 Little Bourke Street MELBOURNE 3000,Westlake Restaurant,Seats - Indoor,200
2002,191-193 Russell Street MELBOURNE 3000,A1 Cafe,Seats - Indoor,60
2002,212 Swanston Street MELBOURNE 3000,Diamond Coffee Lounge,Seats - Indoor,60
2002,"Ground , 164-166 Bourke Street MELBOURNE 3000",Luck Cup,Seats - Indoor,57
2002,160-162 Bourke Street MELBOURNE 3000,Skewers,Seats - Indoor,40
2002,"Floor 1, 124-128 Bourke Street MELBOURNE 3000",Flower Drum,Seats - Indoor,240
2002,"Shop 10, LwrGround , 100-116 Bourke Street MELBOURNE 3000",Chine On Paramount/Paramount China Express,Seats - Indoor,100
2002,165-167 Exhibition Street MELBOURNE 3000,Backstage Deli,Seats - Indoor,33
2002,"Shop 1, 189-195 Exhibition Street MELBOURNE 3000",Oriental Bistro,Seats - Indoor,52
2002,"Shop 5, 83 Exhibition Street MELBOURNE 3000",Restaurant Nihonbashi Zen,Seats - Indoor,60
2002,113 Little Bourke Street MELBOURNE 3000,Duckling King Restaurant,Seats - Indoor,97
2002,26-28 Market Lane MELBOURNE 3000,Korea Palace,Seats - Indoor,100
2002,14-16 Market Lane MELBOURNE 3000,Nyonya Restaurant,Seats - Indoor,100
2002,76 Bourke Street MELBOURNE 3000,Nudel Bar,Seats - Indoor,75
2002,66 Bourke Street MELBOURNE 3000,Pellegrinis Espresso Bar,Seats - Indoor,45
2002,"Shop 1, 40-50 Bourke Street MELBOURNE 3000",Cafe On Bourke,Seats - Indoor,100
2002,12 Bourke Street MELBOURNE 3000,Club Gambit,Seats - Indoor,56
2002,27-29 Crossley Street MELBOURNE 3000,Madam Fang,Seats - Indoor,50
2002,11-15 Liverpool Street MELBOURNE 3000,Saigon Inn Vietnamese Restaurant,Seats - Indoor,65
2002,"Ground , 35 Little Bourke Street MELBOURNE 3000",Cafe K,Seats - Indoor,90
2002,"Unit 7, 43 Liverpool Street MELBOURNE 3000",Little Malaysia Restaurant,Seats - Indoor,75
2002,161 Spring Street MELBOURNE 3000,European,Seats - Outdoor,18
2002,586 King Street MELBOURNE 3000,Malmo Cafe,Seats - Indoor,46
2002,228-230 King Street MELBOURNE 3000,Teayara Cafe & Gallery,Seats - Indoor,50
2002,525 Lonsdale Street MELBOURNE 3000,Cafe Dominoes,Seats - Indoor,70
2002,562 Little Bourke Street MELBOURNE 3000,Cafe Tiffany,Seats - Indoor,70
2002,"Ground , 558 Little Bourke Street MELBOURNE 3000",Cafe Maschera,Seats - Indoor,80
2002,215 Queen Street MELBOURNE 3000,Milano On Queen,Seats - Indoor,60
2002,"Shop 3, Ground , 221 Queen Street MELBOURNE 3000",Cafe Forson,Seats - Indoor,55
2002,"Shop 1, Ground , 221 Queen Street MELBOURNE 3000",Epresso Cafe,Seats - Indoor,55
2002,342 Elizabeth Street MELBOURNE 3000,Food Cube,Seats - Outdoor,8
2002,10-12 Goldie Place MELBOURNE 3000,Squires Loft City Steakhouse,Seats - Indoor,76
2002,"Ground , 59 Hardware Lane MELBOURNE 3000",Mist,Seats - Indoor,80
2002,75 Hardware Lane MELBOURNE 3000,Restaurant Vialetto,Seats - Indoor,80
2002,"Part Ground , 56 Hardware Lane MELBOURNE 3000",Cafe Max,Seats - Indoor,90
2002,"Part Ground , 56 Hardware Lane MELBOURNE 3000",Relax Dine Unwine,Seats - Outdoor,30
2002,383 Lonsdale Street MELBOURNE 3000,Star Bright Cafe,Seats - Indoor,40
2002,390 Little Bourke Street MELBOURNE 3000,Dragstar Cafe,Seats - Indoor,18
2002,"Part Ground , 224 Queen Street MELBOURNE 3000",Torro Cafe,Seats - Outdoor,6
2002,"Shop 3, 200 Queen Street MELBOURNE 3000",Chambers Fine Foods,Seats - Indoor,24
2002,"Shop 10, 226 Elizabeth Street MELBOURNE 3000",Asian Appetite,Seats - Indoor,48
2002,"Shop 33, 226 Elizabeth Street MELBOURNE 3000",Hudson Coffee,Seats - Indoor,30
2002,271 Lonsdale Street MELBOURNE 3000,Cafe Bossini,Seats - Outdoor,13
2002,"Shop 7, 269 Lonsdale Street MELBOURNE 3000",The Little Swiss Cafe,Seats - Indoor,18
2002,265-267 Swanston Street MELBOURNE 3000,Nelayan,Seats - Indoor,50
2002,271 Swanston Street MELBOURNE 3000,Num Fong Restaurant,Seats - Indoor,55
2002,273 Swanston Street MELBOURNE 3000,Krome Kafe,Seats - Indoor,55
2002,15-17 Celestial Avenue MELBOURNE 3000,Supper Inn,Seats - Indoor,70
2002,11-13 Heffernan Lane MELBOURNE 3000,Nam Loong 2 Chinese Restaurant,Seats - Indoor,96
2002,"Part Ground , 203-207 Lonsdale Street MELBOURNE 3000",Dion,Seats - Indoor,80
2002,"Unit 1, Ground , 15 Little Bourke Street MELBOURNE 3000",Shanghai Noodle House,Seats - Indoor,45
2002,238 Little Bourke Street MELBOURNE 3000,Kimurkan,Seats - Indoor,40
2002,234 Little Bourke Street MELBOURNE 3000,Taiwan Cafe,Seats - Indoor,60
2002,214-216 Little Bourke Street MELBOURNE 3000,Post Deng Cafe,Seats - Indoor,120
2002,172-176 Little Bourke Street MELBOURNE 3000,Yuriya Japanese Restaurant,Seats - Indoor,120
2002,209-211 Russell Street MELBOURNE 3000,King of Kings Chinese Restaurant,Seats - Indoor,42
2002,223 Russell Street MELBOURNE 3000,Nam Loong,Seats - Indoor,45
2002,248 Swanston Street MELBOURNE 3000,Cheeky Dog Coffee,Seats - Indoor,20
2002,242 Swanston Street MELBOURNE 3000,Minang Indonesian Cuisine,Seats - Indoor,130
2002,"Ground , 11 Cohen Place MELBOURNE 3000",Lei Gardens Restaurant,Seats - Outdoor,20
2002,"Ground , 113 Lonsdale Street MELBOURNE 3000",Cafe Centrum,Seats - Indoor,44
2002,Part 123-129 Lonsdale Street MELBOURNE 3000,Cafe 123,Seats - Outdoor,9
2002,"Part Ground , 131 Lonsdale Street MELBOURNE 3000",Footlights Restaurant,Seats - Indoor,80
2002,149-155 Lonsdale Street MELBOURNE 3000,Dragon Boat Palace,Seats - Indoor,200
2002,157-159 Lonsdale Street MELBOURNE 3000,BBQ King Restaurant,Seats - Indoor,25
2002,"Part Gnd & Mezz , 126 Little Bourke Street MELBOURNE 3000",Golden Orchid Restaurant,Seats - Indoor,80
2002,Part 234 Russell Street MELBOURNE 3000,Pho Dzung Vietnamese Restaurant,Seats - Indoor,80
2002,"Floor 1, 234 Russell Street MELBOURNE 3000",Seoul House Korean Restaurant,Seats - Indoor,150
2002,146 Russell Street MELBOURNE 3000,Goldern Harvest,Seats - Indoor,145
2002,235 Exhibition Street MELBOURNE 3000,Ace Cafe,Seats - Indoor,44
2002,145 Corrs Lane MELBOURNE 3000,Yamato Japanese Restaurant,Seats - Indoor,28
2002,"Part Ground , 222 Exhibition Street MELBOURNE 3000",Cafe 222,Seats - Indoor,98
2002,56 Exhibition Street MELBOURNE 3000,Kuni's Japanese Restaurant,Seats - Indoor,90
2002,"Ground , 19-21 Lonsdale Street MELBOURNE 3000",Lonsdale Deli,Seats - Indoor,29
2002,50-52 Little Bourke Street MELBOURNE 3000,Sharkfin Inn Restaurant,Seats - Indoor,220
2002,"Ground , 22 Punch Lane MELBOURNE 3000",Lucattini's Italian Restaurant,Seats - Indoor,50
2002,"Shop 3, 201-0 Spring Street MELBOURNE 3000",Hudson's Coffee,Seats - Indoor,31
2002,523-525 Little Lonsdale Street MELBOURNE 3000,Cafe Meletti,Seats - Indoor,150
2002,"Shop G , 535 Little Lonsdale Street MELBOURNE 3000",Cibo,Seats - Indoor,22
2002,"Shop G , 535 Little Lonsdale Street MELBOURNE 3000",Cibo,Seats - Outdoor,12
2002,"Shop 0, 535-0 Little Lonsdale Street MELBOURNE 3000",Delitalia,Seats - Indoor,90
2002,"Shop 1, 535 Little Lonsdale Street MELBOURNE 3000",Flagstaff Cafe,Seats - Outdoor,20
2002,"Shop 0, 535-0 Little Lonsdale Street MELBOURNE 3000",Le Kandyan Resturant,Seats - Indoor,40
2002,301 Elizabeth Street MELBOURNE 3000,Sky High Cafe,Seats - Indoor,25
2002,301 Elizabeth Street MELBOURNE 3000,Sky High Cafe,Seats - Outdoor,6
2002,"Ground , 410 Lonsdale Street MELBOURNE 3000",Red Mug,Seats - Outdoor,6
2002,406 Lonsdale Street MELBOURNE 3000,City Fine Foods,Seats - Indoor,45
2002,"Shop 2, 391-0 Little Lonsdale Street MELBOURNE 3000",Ronz's Curry & Noodle Bar,Seats - Indoor,26
2002,Part 275 Exhibition Street MELBOURNE 3000,Sillitto The Italian Touch,Seats - Indoor,50
2002,260-262 Russell Street MELBOURNE 3000,Cafe Baloo,Seats - Indoor,45
2002,"Ground , 36 Lonsdale Street MELBOURNE 3000",Jjs Connoissures,Seats - Outdoor,30
2002,Part 555 La Trobe Street MELBOURNE 3000,Cafe 555,Seats - Indoor,45
2002,536 Little Lonsdale Street MELBOURNE 3000,Cafe Silvestro Pty Ltd,Seats - Indoor,35
2002,460-464 William Street MELBOURNE 3000,Helvetica,Seats - Outdoor,55
2002,"Ground , 474 Little Lonsdale Street MELBOURNE 3000",Zoe's Fine Foods,Seats - Indoor,30
2002,470-472 Little Lonsdale Street MELBOURNE 3000,Cii Cafe Bar,Seats - Indoor,95
2002,301 Queen Street MELBOURNE 3000,Republic Tower Restaurant & Bar Pty Ltd,Seats - Outdoor,28
2002,332 Little Lonsdale Street MELBOURNE 3000,Don Don Australia Pty Ltd,Seats - Indoor,40
2002,288 Little Lonsdale Street MELBOURNE 3000,Roozervelts On Queen,Seats - Indoor,80
2002,"Shop 9, LwrGround , 300 Lonsdale Street MELBOURNE 3000",Fast Track Cafe,Seats - Indoor,40
2002,"Shop 323, Level 3, 300 Lonsdale Street MELBOURNE 3000",Sanu Cafe,Seats - Indoor,100
2002,"Shop 134, Level 1, 300 Lonsdale Street MELBOURNE 3000",Shot Tower Pizza & Pasta,Seats - Indoor,100
2002,"Floor 1, 301 Swanston Street MELBOURNE 3000",Sahara Kitchen & Bar,Seats - Indoor,50
2002,319 Swanston Street MELBOURNE 3000,Es Teler 77,Seats - Indoor,40
2002,267 Swanston Street MELBOURNE 3000,Rue Bebelons,Seats - Indoor,35
2002,"Ground , 287 Exhibition Street MELBOURNE 3000",Lanna Thai,Seats - Indoor,100
2002,"Floor 1, 295 Exhibition Street MELBOURNE 3000",The Khan Mongolian Bbq Restaurant,Seats - Indoor,100
2002,311 Exhibition Street MELBOURNE 3000,Magic Monkey,Seats - Indoor,42
2002,"Lot 1, Part Ground , 347 King Street WEST MELBOURNE 3003",Phoenix Cafe,Seats - Indoor,52
2002,290 Elizabeth Street MELBOURNE 3000,Argus Cafe,Seats - Indoor,80
2002,"Floor 1, 360 La Trobe Street MELBOURNE 3000",Tokyo Garden,Seats - Indoor,45
2002,"Ground , 16 Little La Trobe Street MELBOURNE 3000",Food By Stax,Seats - Outdoor,16
2002,"Ground , 407 Swanston Street MELBOURNE 3000",Druids Swanston,Seats - Indoor,75
2002,"Floor 1, 124 La Trobe Street MELBOURNE 3000",Caffeine At Re Vault,Seats - Indoor,90
2002,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",G & J Cafe Deli Take Away Food,Seats - Indoor,56
2002,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",G & J Cafe Deli Take Away Food,Seats - Outdoor,6
2002,106 A'Beckett Street MELBOURNE 3000,Cafe 108,Seats - Indoor,102
2002,435 Elizabeth Street MELBOURNE 3000,Rose Garden Barbecue Shop,Seats - Indoor,32
2002,"Ground , 437-439 Elizabeth Street MELBOURNE 3000",Yummy Yummy 2,Seats - Outdoor,2
2002,408 Queen Street MELBOURNE 3000,Arrivederci Aroma,Seats - Indoor,40
2002,"Shop 3, Ground , 422-440 Elizabeth Street MELBOURNE 3000",The Garden Cafe,Seats - Outdoor,12
2002,133-135 Victoria Street MELBOURNE 3000,Market Lane Cafe,Seats - Outdoor,24
2002,"Stall 20, 50 Peel Street MELBOURNE 3000",Tribel Cafe,Seats - Outdoor,22
2002,517 Elizabeth Street MELBOURNE 3000,Cafe Victoria,Seats - Outdoor,24
2002,487 Elizabeth Street MELBOURNE 3000,Cafe Scaletti,Seats - Indoor,67
2002,"Shop 2, 489-499 Elizabeth Street MELBOURNE 3000",Cafe Y,Seats - Indoor,60
2002,116 Franklin Street MELBOURNE 3000,Elektrik Cafe,Seats - Indoor,40
2002,464 Therry Street MELBOURNE 3000,Fine Food Corner,Seats - Outdoor,17
2002,471 Elizabeth Street MELBOURNE 3000,Victory Cafe,Seats - Indoor,12
2002,"Part Mezz , 58 Franklin Street MELBOURNE 3000",Mezza Cafe,Seats - Indoor,22
2002,420 Swanston Street MELBOURNE 3000,City Baths Cafe,Seats - Outdoor,23
2002,512A-512B Elizabeth Street MELBOURNE 3000,Piazza Vittoria,Seats - Indoor,80
2002,221 Faraday Street CARLTON 3053,Thresherman's Bakehouse,Seats - Indoor,70
2002,233 Faraday Street CARLTON 3053,Geneveve Restaurant,Seats - Outdoor,20
2002,209 Lygon Street CARLTON 3053,Il Cantuccio Restaurant,Seats - Outdoor,20
2002,215 Lygon Street CARLTON 3053,Il Gambero Restaurant,Seats - Indoor,100
2002,219 Lygon Street CARLTON 3053,Pappa Gino's Pizza Restaurant,Seats - Outdoor,40
2002,225 Lygon Street CARLTON 3053,Cafe Corretto,Seats - Outdoor,50
2002,237 Lygon Street CARLTON 3053,Gelare Cafe,Seats - Outdoor,6
2002,303 Lygon Street CARLTON 3053,Tiamo Coffee,Seats - Indoor,50
2002,323 Lygon Street CARLTON 3053,Cafe Trilussa,Seats - Outdoor,12
2002,"Gnd & Flr1 , 330 Cardigan Street CARLTON 3053",Comfortably Numb,Seats - Indoor,50
2002,"Gnd & Flr1 , 330 Cardigan Street CARLTON 3053",Comfortably Numb,Seats - Outdoor,10
2002,570 Lygon Street CARLTON 3053,Paperchase Cafe,Seats - Indoor,88
2002,162 Elgin Street CARLTON 3053,Toofey's,Seats - Indoor,64
2002,401 Rathdowne Street CARLTON 3053,St Ann's On Rathdowne Street,Seats - Indoor,15
2002,313 Drummond Street CARLTON 3053,Masani's Restaurant,Seats - Indoor,100
2002,183 Elgin Street CARLTON 3053,Red Rock,Seats - Indoor,70
2002,183 Elgin Street CARLTON 3053,Red Rock,Seats - Outdoor,12
2002,"Ground , 198 Faraday Street CARLTON 3053",Brunetti,Seats - Outdoor,132
2002,400 Lygon Street CARLTON 3053,Trotters Restaurant,Seats - Outdoor,12
2002,295 Drummond Street CARLTON 3053,Vue De Monde,Seats - Indoor,120
2002,306 Lygon Street CARLTON 3053,Dimattina's Restaurant Bar,Seats - Outdoor,30
2002,292 Lygon Street CARLTON 3053,Marcolin's @ 292,Seats - Outdoor,24
2002,118 Elgin Street CARLTON 3053,Jakarta Indonesian Seafood Restaurant,Seats - Indoor,120
2002,174 Rathdowne Street CARLTON 3053,Mai Vy Vietnamese Restaurant,Seats - Indoor,30
2002,172 Rathdowne Street CARLTON 3053,Fu Lu Chinese Cafe,Seats - Indoor,14
2002,166 Rathdowne Street CARLTON 3053,Moretons Brasserier,Seats - Indoor,34
2002,161 Nicholson Street CARLTON 3053,The Chilli Kiss,Seats - Indoor,80
2002,680 Swanston Street CARLTON 3053,Mark's Place,Seats - Indoor,156
2002,680 Swanston Street CARLTON 3053,Mark's Place,Seats - Outdoor,6
2002,117 Grattan Street CARLTON 3053,Grattan Cafe,Seats - Indoor,15
2002,167 Lygon Street CARLTON 3053,i Cugini,Seats - Indoor,50
2002,"Ground , 171 Lygon Street CARLTON 3053",The Golden Lobster,Seats - Outdoor,18
2002,177 Lygon Street CARLTON 3053,Cafe Notturno,Seats - Indoor,90
2002,177 Lygon Street CARLTON 3053,Cafe Notturno,Seats - Outdoor,30
2002,181 Lygon Street CARLTON 3053,Pasta Veloce,Seats - Indoor,100
2002,201 Lygon Street CARLTON 3053,Borsari Ristorante,Seats - Outdoor,40
2002,256 Lygon Street CARLTON 3053,Il Gusto,Seats - Outdoor,24
2002,254 Lygon Street CARLTON 3053,Thai Influence Noodle Bar,Seats - Indoor,76
2002,242 Lygon Street CARLTON 3053,Il Primo,Seats - Outdoor,80
2002,240 Lygon Street CARLTON 3053,Piccolo Mondo,Seats - Indoor,120
2002,234 Lygon Street CARLTON 3053,Via Veneto,Seats - Indoor,90
2002,230 Lygon Street CARLTON 3053,Poppy's Thai Restaurant,Seats - Indoor,60
2002,230 Lygon Street CARLTON 3053,Poppy's Thai Restaurant,Seats - Outdoor,23
2002,235 Rathdowne Street CARLTON 3053,Samuels on the Park,Seats - Indoor,50
2002,174 Lygon Street CARLTON 3053,Lemongrass,Seats - Indoor,64
2002,166 Lygon Street CARLTON 3053,Santino's Terrace Pty Ltd,Seats - Indoor,180
2002,152 Lygon Street CARLTON 3053,Bernardi's Family Trattoria,Seats - Indoor,160
2002,152 Lygon Street CARLTON 3053,Bernardi's Family Trattoria,Seats - Outdoor,18
2002,128 Lygon Street CARLTON 3053,Jimmy's The Original,Seats - Indoor,120
2002,114 Lygon Street CARLTON 3053,The Baked Potato,Seats - Outdoor,15
2002,104 Lygon Street CARLTON 3053,Satya's,Seats - Indoor,32
2002,69 Pelham Street CARLTON 3053,Michelino's Trattoria,Seats - Indoor,80
2002,"Ground , 123 Lygon Street CARLTON 3053",Mercadante Pizza,Seats - Indoor,45
2002,135 Lygon Street CARLTON 3053,Nick's Souvlaki Bar,Seats - Outdoor,8
2002,139 Lygon Street CARLTON 3053,Universal Pizza,Seats - Indoor,84
2002,139 Lygon Street CARLTON 3053,Universal Pizza,Seats - Outdoor,32
2002,138 Queensberry Street CARLTON 3053,Queens Cafe,Seats - Outdoor,4
2002,654 Elizabeth Street MELBOURNE 3000,Jian's Asian Food,Seats - Indoor,30
2002,490-496 Swanston Street CARLTON 3053,Arrow Heights Cafe,Seats - Indoor,110
